Temps	Consigne	Mesure
1500.10012756101	266.236700000000	263.820000000000
1530.09993592277	266.733300000000	264.300000000000
1560.09974365588	267.233300000000	264.780000000000
1590.09955201763	267.733300000000	265.300000000000
1620.09935975074	268.223300000000	265.740000000000
1650.09916811250	268.716700000000	266.240000000000
1680.09897584561	269.216700000000	267.060000000000
1710.09878357872	269.716700000000	267.480000000000
1740.09859194047	270.216700000000	267.600000000000
1770.09839967358	270.700000000000	267.960000000000
1800.09820803534	271.200000000000	268.500000000000
1830.09801576845	271.700000000000	269.100000000000
1860.09782413020	272.193300000000	269.620000000000
1890.09763186331	272.683300000000	270.100000000000
1920.09743959642	273.183300000000	270.580000000000
1950.09724795818	273.683300000000	271.040000000000
1980.09792007505	274.183300000000	271.520000000000
2010.09772780817	274.670000000000	272
2040.09753554128	275.166700000000	272.500000000000
2070.09734390303	275.666700000000	272.960000000000
2100.09715163614	276.166700000000	273.460000000000
2130.09695999789	276.653300000000	273.940000000000
2160.09676773101	277.150000000000	274.420000000000
2190.09657609276	277.650000000000	274.960000000000
2220.09638382587	278.150000000000	275.700000000000
2250.09619155898	278.633300000000	276.100000000000
2280.09599992074	279.133300000000	276.300000000000
2310.09580765385	279.633300000000	276.600000000000
2340.09561601560	280.130000000000	277.200000000000
2370.09542374871	280.616700000000	277.780000000000
2400.09523211047	281.116700000000	278.340000000000
2430.09503984358	281.616700000000	278.800000000000
2460.09484757669	282.116700000000	279.220000000000
2490.09465593844	282.600000000000	279.700000000000
2520.09532805532	283.100000000000	280.140000000000
2550.09513578843	283.600000000000	280.700000000000
2580.09494352154	284.100000000000	281.460000000000
2610.09475188329	284.583300000000	281.920000000000
2640.09455961640	285.083300000000	282.100000000000
2670.09436797816	285.583300000000	282.520000000000
2700.09417571127	286.083300000000	283.040000000000
2730.09398407302	286.566700000000	283.600000000000
2760.09379180613	287.066700000000	284.100000000000
2790.09359953925	287.566700000000	284.560000000000
2820.09340790100	288.063300000000	285.060000000000
2850.09321563411	288.550000000000	285.540000000000
2880.09302399586	289.050000000000	286.040000000000
2910.09283172897	289.550000000000	286.520000000000
2940.09264009073	290.050000000000	287.020000000000
2970.09244782384	290.533300000000	287.500000000000
3000.09225555695	291.033300000000	287.980000000000
3030.09206391870	291.533300000000	288.480000000000
3060.09187165182	292.033300000000	288.980000000000
3090.09254376869	292.516700000000	289.460000000000
3120.09235213045	293.016700000000	289.920000000000
3150.09215986356	293.516700000000	290.780000000000
3180.09196759667	294.003300000000	291.100000000000
3210.09177595842	294.500000000000	291.300000000000
3240.09158369153	295	291.620000000000
3270.09139205329	295.500000000000	292.280000000000
3300.09119978640	295.993300000000	292.840000000000
3330.09100751951	296.475000000000	293.350000000000
3360.09081588126	296.983300000000	293.820000000000
3390.09062361437	297.475000000000	294.275000000000
3420.09043197613	297.972200000000	294.766700000000
3450.09023970924	298.450000000000	295.240000000000
3480.09004807099	298.950000000000	295.740000000000
3510.08985580410	299.450000000000	296.220000000000
3540.08966353721	299.950000000000	296.680000000000
3570.08947189897	300.433300000000	297.160000000000
3600.08927963208	300.933300000000	297.620000000000
3630.09686367586	301.433300000000	298.140000000000
3660.09580765385	301.923300000000	298.920000000000
3690.09647977072	302.416700000000	299.480000000000
3720.09628813248	302.916700000000	299.600000000000
3750.09609586559	303.416700000000	299.940000000000
3780.09590359870	303.916700000000	300.500000000000
3810.09571196045	304.403300000000	301.080000000000
3840.09551969356	304.900000000000	301.600000000000
3870.09532805532	305.400000000000	302.060000000000
3900.09513578843	305.900000000000	302.520000000000
3930.09494352154	306.400000000000	303.020000000000
3960.09475188329	306.883300000000	303.500000000000
3990.09455961640	307.383300000000	304
4020.09436797816	307.883300000000	304.500000000000
4050.09417571127	308.376700000000	305
4080.09398407302	308.866700000000	305.500000000000
4110.09379180613	309.366700000000	305.980000000000
4140.09359953925	309.866700000000	306.480000000000
4170.09340790100	310.366700000000	307.180000000000
4200.09321563411	310.850000000000	307.700000000000
4230.09302399586	311.350000000000	307.860000000000
4260.09369611274	311.850000000000	308.200000000000
4290.09350384585	312.346700000000	308.800000000000
4320.09331157896	312.833300000000	309.400000000000
4350.09311994072	313.333300000000	309.840000000000
4380.09292767383	313.833300000000	310.300000000000
4410.09273603558	314.326700000000	310.800000000000
4440.09254376869	314.816700000000	311.280000000000
